Date;Time;Importance;Event;Actual;Forecast;Previous
2012/08/27;05:00;bull1;"Chicago Fed President Evans Speaks";;;
2012/08/27;09:30;bull1;"Dallas Fed Mfg Business Index";-1.60;-8.00;-13.20
2012/08/27;10:30;bull1;"3-Month Bill Auction";0.105%;;0.105%
2012/08/27;10:30;bull1;"6-Month Bill Auction";0.140%;;0.145%
2012/08/28;07:55;bull1;"Redbook (MoM)";-0.40%;;-0.30%
2012/08/28;08:00;bull2;"S&P/CS HPI Composite - 20 n.s.a. (YoY)";0.5%;-0.1%;-0.7%
2012/08/28;09:00;bull1;"Richmond Manufacturing Index";-9;-11;-17
2012/08/28;10:30;bull1;"4-Week Bill Auction";0.120%;;0.110%
2012/08/28;12:00;bull1;"2-Year Note Auction";0.273%;;0.220%
2012/08/28;15:30;bull2;"API Weekly Crude Oil Stock";5.46M;-1.78M;-6.04M
2012/08/28;15:30;bull1;"API Weekly Gasoline Stock";-2.40M;-1.13M;0.87M
2012/08/29;06:00;bull1;"MBA Mortgage Applications (WoW)";-4.3%;;-7.4%
2012/08/29;07:30;bull3;"GDP (QoQ)";1.7%;1.7%;1.5%
2012/08/29;07:30;bull2;"GDP Price Index (QoQ)";1.6%;1.6%;1.6%
2012/08/29;09:00;bull3;"Pending Home Sales (MoM)";2.4%;1.0%;-1.4%
2012/08/29;09:30;bull3;"Crude Oil Inventories";3.778M;-1.480M;-5.412M
2012/08/29;09:30;bull1;"Gasoline Inventories";-1.509M;-1.420M;-0.962M
2012/08/29;12:00;bull1;"5-Year Note Auction";0.708%;;0.584%
2012/08/29;13:00;bull2;"Beige Book";;;
2012/08/30;07:30;bull2;"Core PCE Price Index (MoM)";0.0%;0.1%;0.2%
2012/08/30;07:30;bull2;"Personal Spending (MoM)";0.4%;0.4%;0.0%
2012/08/30;08:50;bull1;"Bloomberg Consumer Confidence";26.35;;26.3
2012/08/30;09:30;bull1;"Natural Gas Storage";66B;63B;47B
2012/08/30;10:00;bull1;"KC Fed Composite Index";8.00;;5.00
2012/08/30;12:00;bull1;"7-Year Note Auction";1.081%;;0.954%
2012/08/31;08:45;bull2;"Chicago PMI";53.0;53.5;53.7
2012/08/31;08:55;bull2;"Michigan Consumer Sentiment";74.3;73.6;73.6
2012/08/31;08:55;bull1;"Michigan Inflation Expectations";3.6%;;3.6%
2012/08/31;09:00;bull2;"Factory Orders (MoM)";2.8%;1.9%;-0.5%
2012/08/31;09:00;bull3;"Fed Chairman Bernanke Speaks";;;
2012/08/31;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";1419;;1408
2012/08/31;14:30;bull2;"CFTC Gold speculative net positions";158.5K;;130.7K
2012/08/31;14:30;bull1;"CFTC Silver speculative net positions";28.6K;;21.2K
2012/08/31;15:30;bull2;"CFTC Crude Oil speculative net positions";249.3k;;230.4k
2012/09/01;04:00;bull1;"5-Year TIPS Auction (Aug)";0.13%;;0.13%
2012/09/01;04:00;bull1;"All Car Sales (Aug)";7.11M;;6.98M
2012/09/01;04:00;bull1;"All Truck Sales (Aug)";7.17M;;7.12M
2012/09/01;04:00;bull2;"Building Permits (MoM) (Aug)";-1.00%;;6.80%
2012/09/01;04:00;bull1;"Chain Store Sales (MoM) (Aug)";2.60%;;1.90%
2012/09/01;04:00;bull1;"Chain Store Sales (YoY) (Aug)";3.31%;;2.65%
2012/09/01;04:00;bull1;"Chain Store Sales (WoW) (Aug)";-0.37%;;0.30%
2012/09/01;04:00;bull1;"Challenger Job Cuts (Aug)";32.24K;;36.86K
2012/09/01;04:00;bull1;"Cleveland CPI (MoM) (Aug)";0.20%;;0.20%
2012/09/01;04:00;bull1;"Core CPI Index (Aug)";230.18;;229.98
2012/09/01;04:00;bull2;"Core PCE Price Index (YoY) (Aug)";1.60%;;1.80%
2012/09/01;04:00;bull1;"CPI Index, n.s.a. (Aug)";230.38;;229.10
2012/09/01;04:00;bull1;"Dallas Fed PCE (Aug)";1.60%;;1.20%
2012/09/01;04:00;bull1;"Dallas Fed Services Revenues (Aug)";9.60;;1.40
2012/09/01;04:00;bull1;"Domestic Truck Sales (Aug)";6.18M;;6.08M
2012/09/01;04:00;bull1;"Durables Excluding Defense (MoM) (Aug)";-12.40%;;3.50%
2012/09/01;04:00;bull1;"EIA Weekly Distillates Stocks (Aug)";0.67M;;1.40M
2012/09/01;04:00;bull2;"Existing Home Sales (MoM) (Aug)";5.10%;;1.30%
2012/09/01;04:00;bull2;"Export Price Index (MoM) (Aug)";0.90%;;0.40%
2012/09/01;04:00;bull1;"Factory orders ex transportation (MoM) (Aug)";0.30%;;1.00%
2012/09/01;04:00;bull1;"Goods Orders Non Defense Ex Air (MoM) (Aug)";1.10%;;-3.40%
2012/09/01;04:00;bull1;"Government Payrolls (Aug)";28.00K;;23.00K
2012/09/01;04:00;bull1;"House Price Index (YoY) (Aug)";4.20%;;3.40%
2012/09/01;04:00;bull2;"Housing Starts (MoM) (Aug)";1.90%;;-2.20%
2012/09/01;04:00;bull2;"ISM Manufacturing Employment (Aug)";52.50;;52.10
2012/09/01;04:00;bull1;"ISM Manufacturing New Orders Index (Aug)";48.40;;49.20
2012/09/01;04:00;bull1;"ISM Non-Manufacturing Business Activity (Aug)";54.50;;55.40
2012/09/01;04:00;bull2;"ISM Non-Manufacturing Employment (Aug)";52.80;;50.40
2012/09/01;04:00;bull1;"ISM Non-Manufacturing New Orders (Aug)";54.10;;54.80
2012/09/01;04:00;bull1;"ISM Non-Manufacturing Prices (Aug)";61.70;;54.90
2012/09/01;04:00;bull1;"Jobless Claims 4-Week Avg. (Aug)";372.37K;;373.32K
2012/09/01;04:00;bull3;"JOLTs Job Openings (Aug)";3.64M;;3.59M
2012/09/01;04:00;bull1;"KC Fed Manufacturing Index (Aug)";3.00;;0.00
2012/09/01;04:00;bull1;"Manufacturing Production (MoM) (Aug)";-0.50%;;0.40%
2012/09/01;04:00;bull1;"Manufacturing Payrolls (Aug)";-4.00K;;24.00K
2012/09/01;04:00;bull2;"Markit Composite PMI (Aug)";51.90;;51.30
2012/09/01;04:00;bull1;"MBA 30-Year Mortgage Rate (Aug)";3.79%;;3.76%
2012/09/01;04:00;bull1;"MBA Purchase Index (Aug)";178.15;;187.50
2012/09/01;04:00;bull1;"Michigan 5-Year Inflation Expectations (Aug)";3.00%;;2.80%
2012/09/01;04:00;bull2;"Michigan Consumer Expectations (Aug)";64.50;;65.60
2012/09/01;04:00;bull1;"Michigan Current Conditions (Aug)";88.70;;83.20
2012/09/01;04:00;bull1;"Midwest Manufacturing (Aug)";93.10;;94.40
2012/09/01;04:00;bull1;"House Price Index (Aug)";188.30;;187.30
2012/09/01;04:00;bull1;"Mortgage Market Index (Aug)";830.23;;908.21
2012/09/01;04:00;bull1;"Mortgage Refinance Index (Aug)";4,666.95;;5,156.35
2012/09/01;04:00;bull2;"New Home Sales (MoM) (Aug)";1.60%;;2.50%
2012/09/01;04:00;bull1;"Pending Home Sales Index (Aug)";100.20;;100.30
2012/09/01;04:00;bull1;"Philly Fed Business Conditions (Aug)";21.80;;21.60
2012/09/01;04:00;bull1;"Philly Fed CAPEX Index (Aug)";10.40;;1.40
2012/09/01;04:00;bull2;"Philly Fed Employment (Aug)";-5.50;;-5.80
2012/09/01;04:00;bull1;"Philly Fed New Orders (Aug)";2.40;;-3.10
2012/09/01;04:00;bull1;"Philly Fed Prices Paid (Aug)";17.00;;9.00
2012/09/01;04:00;bull1;"Real Earnings (MoM) (Aug)";-0.70%;;0.20%
2012/09/01;04:00;bull1;"Real Personal Consumption (MoM) (Aug)";0.00%;;0.40%
2012/09/01;04:00;bull1;"Redbook (YoY) (Aug)";1.93%;;1.61%
2012/09/01;04:00;bull1;"Retail Control (MoM) (Aug)";0.00%;;0.70%
2012/09/01;04:00;bull1;"Retail Sales Ex Gas/Autos (MoM) (Aug)";0.20%;;0.70%
2012/09/01;04:00;bull1;"Richmond Manufacturing Shipments (Aug)";3.00;;-14.00
2012/09/01;04:00;bull1;"Richmond Services Index (Aug)";0.00;;-5.00
2012/09/01;04:00;bull1;"S&P/CS HPI Composite - 20 s.a. (MoM) (Aug)";0.60%;;0.50%
2012/09/01;04:00;bull1;"S&P/CS HPI Composite - 20 n.s.a. (MoM) (Aug)";0.90%;;1.60%
2012/09/01;04:00;bull2;"Services PMI (Aug)";52.00;;51.20
2012/09/01;04:00;bull1;"Texas Services Sector Outlook (Aug)";4.70;;2.30
2012/09/01;04:00;bull1;"TIC Net Long-Term Transactions including Swaps (Aug)";75.90B;;61.60B
2012/09/04;08:00;bull2;"Manufacturing PMI";51.50;51.90;51.90
2012/09/04;09:00;bull1;"Construction Spending (MoM)";-0.9%;0.4%;0.4%
2012/09/04;09:00;bull3;"ISM Manufacturing PMI";49.6;50.0;49.8
2012/09/04;09:00;bull1;"ISM Manufacturing Prices";54.0;46.0;39.5
2012/09/04;10:30;bull1;"3-Month Bill Auction";0.100%;;0.105%
2012/09/04;10:30;bull1;"6-Month Bill Auction";0.135%;;0.140%
2012/09/04;16:00;bull1;"Total Vehicle Sales";14.52M;14.20M;14.05M
2012/09/05;06:00;bull1;"MBA Mortgage Applications (WoW)";-2.5%;;-4.3%
2012/09/05;07:30;bull2;"Nonfarm Productivity (QoQ)";2.2%;1.8%;1.6%
2012/09/05;07:30;bull2;"Unit Labor Costs (QoQ)";1.5%;1.5%;1.7%
2012/09/05;07:55;bull1;"Redbook (MoM)";1.70%;;-0.40%
2012/09/05;08:45;bull1;"ISM-New York Index";560.50;;559.80
2012/09/05;10:30;bull1;"4-Week Bill Auction";0.105%;;0.120%
2012/09/05;15:30;bull2;"API Weekly Crude Oil Stock";-7.21M;-5.25M;5.46M
2012/09/05;15:30;bull1;"API Weekly Gasoline Stock";-2.28M;-3.55M;-2.40M
2012/09/06;06:30;bull1;"Challenger Job Cuts (YoY)";-36.9%;;-44.5%
2012/09/06;08:50;bull1;"Bloomberg Consumer Confidence";26.75;;26.35
2012/09/06;09:00;bull3;"ISM Non-Manufacturing PMI";53.7;52.5;52.6
2012/09/06;09:30;bull1;"Natural Gas Storage";28B;36B;66B
2012/09/06;10:00;bull3;"Crude Oil Inventories";-7.426M;-5.325M;3.778M
2012/09/06;10:00;bull1;"Gasoline Inventories";-2.334M;-3.400M;-1.509M
2012/09/07;00:05;bull1;"Monster Employment Index";156;;147
2012/09/07;07:30;bull2;"Average Hourly Earnings (MoM)";0.0%;0.2%;0.1%
2012/09/07;07:30;bull1;"U6 Unemployment Rate (Aug)";14.60%;;14.80%
2012/09/07;07:30;bull3;"Unemployment Rate";8.1%;8.3%;8.3%
2012/09/07;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";1409;;1419
2012/09/07;14:30;bull2;"CFTC Gold speculative net positions";170.5K;;158.5K
2012/09/07;14:30;bull1;"CFTC Silver speculative net positions";32.4K;;28.6K
2012/09/07;15:30;bull2;"CFTC Crude Oil speculative net positions";238.6k;;249.3k
2012/09/10;10:30;bull1;"3-Month Bill Auction";0.100%;;0.100%
2012/09/10;10:30;bull1;"6-Month Bill Auction";0.130%;;0.135%
2012/09/11;06:30;bull1;"NFIB Small Business Optimism";92.9;91.4;91.2
2012/09/11;07:55;bull1;"Redbook (MoM)";1.90%;;1.70%
2012/09/11;09:00;bull1;"IBD/TIPP Economic Optimism";51.8;47.3;45.6
2012/09/11;10:30;bull1;"4-Week Bill Auction";0.090%;;0.105%
2012/09/11;12:00;bull1;"3-Year Note Auction";0.337%;;0.370%
2012/09/11;15:30;bull2;"API Weekly Crude Oil Stock";0.22M;-2.08M;-7.21M
2012/09/11;15:30;bull1;"API Weekly Gasoline Stock";-4.16M;-1.88M;-2.28M
2012/09/12;09:00;bull1;"Wholesale Inventories (MoM)";0.7%;0.2%;-0.2%
2012/09/12;09:30;bull3;"Crude Oil Inventories";1.994M;-2.588M;-7.426M
2012/09/12;09:30;bull1;"Gasoline Inventories";-1.177M;-1.600M;-2.334M
2012/09/12;12:00;bull2;"10-Year Note Auction";1.764%;;1.680%
2012/09/13;07:30;bull1;"Core PPI (YoY)";2.5%;2.6%;2.5%
2012/09/13;07:30;bull2;"Core PPI (MoM)";0.2%;0.2%;0.4%
2012/09/13;07:30;bull1;"PPI (YoY)";2.0%;1.4%;0.5%
2012/09/13;07:30;bull3;"PPI (MoM)";1.7%;1.1%;0.3%
2012/09/13;08:50;bull1;"Bloomberg Consumer Confidence";28.9;;26.75
2012/09/13;09:30;bull1;"Natural Gas Storage";27B;28B;28B
2012/09/13;10:30;bull1;"30-Year Bond Auction";2.896%;;2.825%
2012/09/13;11:30;bull3;"FOMC Statement";;;
2012/09/13;11:30;bull3;"Fed Interest Rate Decision";0.25%;0.25%;0.25%
2012/09/13;13:00;bull2;"Federal Budget Balance";-191.0B;-155.0B;-69.6B
2012/09/13;13:15;bull3;"Fed Chairman Bernanke Speaks";;;
2012/09/14;07:30;bull3;"Core CPI (MoM)";0.1%;0.2%;0.1%
2012/09/14;07:30;bull2;"Core CPI (YoY)";1.9%;2.0%;2.1%
2012/09/14;07:30;bull3;"Core Retail Sales (MoM)";0.8%;0.6%;0.8%
2012/09/14;07:30;bull1;"CPI (YoY)";1.7%;1.7%;1.4%
2012/09/14;07:30;bull2;"CPI (MoM)";0.6%;0.5%;0.0%
2012/09/14;08:55;bull2;"Michigan Consumer Sentiment";79.2;74.0;74.3
2012/09/14;08:55;bull1;"Michigan Inflation Expectations";3.5%;;3.6%
2012/09/14;09:00;bull2;"Business Inventories (MoM)";0.8%;0.3%;0.1%
2012/09/14;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";1413;;1409
2012/09/14;14:30;bull2;"CFTC Gold speculative net positions";182.0K;;170.5K
2012/09/14;14:30;bull1;"CFTC Silver speculative net positions";31.5K;;32.4K
2012/09/14;15:30;bull2;"CFTC Crude Oil speculative net positions";248.7k;;238.6k
2012/09/17;07:30;bull2;"NY Empire State Manufacturing Index";-10.4;-2.0;-5.9
2012/09/17;10:30;bull1;"3-Month Bill Auction";0.105%;;0.100%
2012/09/17;10:30;bull1;"6-Month Bill Auction";0.130%;;0.130%
2012/09/18;07:00;bull1;"Chicago Fed President Evans Speaks";;;
2012/09/18;07:55;bull1;"Redbook (MoM)";1.80%;;1.90%
2012/09/18;08:00;bull1;"US Foreign Buying, T-bonds";50.00B;;32.50B
2012/09/18;08:00;bull2;"TIC Net Long-Term Transactions";67.0B;45.3B;9.3B
2012/09/18;09:00;bull1;"NAHB Housing Market Index";40;38;37
2012/09/18;10:30;bull1;"4-Week Bill Auction";0.080%;;0.090%
2012/09/18;10:30;bull1;"52-Week Bill Auction";0.175%;;0.195%
2012/09/18;15:30;bull2;"API Weekly Crude Oil Stock";2.43M;0.23M;0.22M
2012/09/18;15:30;bull1;"API Weekly Gasoline Stock";0.14M;1.63M;-4.16M
2012/09/19;06:00;bull1;"MBA Mortgage Applications (WoW)";-0.2%;;11.1%
2012/09/19;07:30;bull3;"Building Permits";0.803M;0.796M;0.811M
2012/09/19;09:00;bull3;"Existing Home Sales";4.82M;4.55M;4.47M
2012/09/19;09:30;bull3;"Crude Oil Inventories";8.534M;1.000M;1.994M
2012/09/19;09:30;bull1;"Gasoline Inventories";-1.407M;1.229M;-1.177M
2012/09/20;08:00;bull2;"Manufacturing PMI";51.50;51.60;51.50
2012/09/20;08:50;bull1;"Bloomberg Consumer Confidence";29.6;;28.9
2012/09/20;09:00;bull3;"Philadelphia Fed Manufacturing Index";-1.9;-4.0;-7.1
2012/09/20;09:30;bull1;"Natural Gas Storage";67B;64B;27B
2012/09/21;09:00;bull1;"Mass Layoffs";1.26K;;1.34K
2012/09/21;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";1402;;1413
2012/09/21;14:30;bull2;"CFTC Gold speculative net positions";191.1K;;182.0K
2012/09/21;14:30;bull1;"CFTC Silver speculative net positions";32.6K;;31.5K
2012/09/21;15:30;bull2;"CFTC Crude Oil speculative net positions";267.2k;;248.7k
2012/09/24;09:30;bull1;"Dallas Fed Mfg Business Index";-0.90;-1.20;-1.60
2012/09/24;10:30;bull1;"3-Month Bill Auction";0.110%;;0.105%
2012/09/24;10:30;bull1;"6-Month Bill Auction";0.140%;;0.130%
2012/09/25;07:55;bull1;"Redbook (MoM)";1.70%;;1.80%
2012/09/25;08:00;bull2;"S&P/CS HPI Composite - 20 n.s.a. (YoY)";1.2%;1.0%;0.5%
2012/09/25;09:00;bull1;"Richmond Manufacturing Index";4;-6;-9
2012/09/25;10:30;bull1;"4-Week Bill Auction";0.055%;;0.080%
2012/09/25;12:00;bull1;"2-Year Note Auction";0.273%;;0.273%
2012/09/25;12:30;bull2;"Treasury Secretary Geithner Speaks";;;
2012/09/25;15:30;bull2;"API Weekly Crude Oil Stock";0.34M;1.40M;2.43M
2012/09/25;15:30;bull1;"API Weekly Gasoline Stock";0.11M;0.50M;0.14M
2012/09/26;06:00;bull1;"MBA Mortgage Applications (WoW)";2.8%;;-0.2%
2012/09/26;09:30;bull3;"Crude Oil Inventories";-2.446M;0.920M;8.534M
2012/09/26;09:30;bull1;"Gasoline Inventories";-0.481M;0.150M;-1.407M
2012/09/26;11:15;bull1;"Chicago Fed President Evans Speaks";;;
2012/09/26;12:00;bull1;"5-Year Note Auction";0.647%;;0.708%
2012/09/27;07:30;bull3;"GDP (QoQ)";1.3%;1.7%;1.7%
2012/09/27;07:30;bull2;"GDP Price Index (QoQ)";1.6%;1.6%;1.6%
2012/09/27;08:50;bull1;"Bloomberg Consumer Confidence";30.2;;29.6
2012/09/27;09:30;bull1;"Natural Gas Storage";80B;76B;67B
2012/09/27;10:00;bull1;"KC Fed Composite Index";2.00;5.00;8.00
2012/09/27;12:00;bull1;"7-Year Note Auction";1.055%;;1.081%
2012/09/28;07:30;bull2;"Personal Spending (MoM)";0.5%;0.5%;0.4%
2012/09/28;08:45;bull2;"Chicago PMI";49.7;53.0;53.0
2012/09/28;08:55;bull2;"Michigan Consumer Sentiment";78.3;79.0;79.2
2012/09/28;08:55;bull1;"Michigan Inflation Expectations";3.3%;;3.5%
2012/09/28;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";1410;;1402
2012/09/28;14:30;bull2;"CFTC Gold speculative net positions";203.9K;;191.1K
2012/09/28;14:30;bull1;"CFTC Silver speculative net positions";34.0K;;32.6K
2012/09/28;15:30;bull2;"CFTC Crude Oil speculative net positions";231.3k;;267.2k
2012/10/01;04:00;bull1;"10-Year TIPS Auction (Sep)";0.13%;;0.13%
2012/10/01;04:00;bull1;"All Car Sales (Sep)";7.35M;;7.11M
2012/10/01;04:00;bull1;"All Truck Sales (Sep)";7.41M;;7.17M
2012/10/01;04:00;bull2;"Building Permits (MoM) (Sep)";11.60%;;-1.00%
2012/10/01;04:00;bull1;"Chain Store Sales (YoY) (Sep)";2.70%;;3.31%
2012/10/01;04:00;bull1;"Chain Store Sales (MoM) (Sep)";0.90%;;2.60%
2012/10/01;04:00;bull1;"Chain Store Sales (WoW) (Sep)";-0.30%;;-0.37%
2012/10/01;04:00;bull1;"Challenger Job Cuts (Sep)";33.82K;;32.24K
2012/10/01;04:00;bull1;"Cleveland CPI (MoM) (Sep)";0.20%;;0.20%
2012/10/01;04:00;bull1;"Core CPI Index (Sep)";230.60;;230.18
2012/10/01;04:00;bull2;"Core PCE Price Index (YoY) (Sep)";1.70%;;1.60%
2012/10/01;04:00;bull1;"CPI Index, n.s.a. (Sep)";231.41;;230.38
2012/10/01;04:00;bull1;"Dallas Fed PCE (Sep)";1.60%;;1.60%
2012/10/01;04:00;bull1;"Dallas Fed Services Revenues (Sep)";15.00;;9.60
2012/10/01;04:00;bull1;"Domestic Truck Sales (Sep)";6.32M;;6.18M
2012/10/01;04:00;bull1;"Durables Excluding Defense (MoM) (Sep)";9.10%;;-9.30%
2012/10/01;04:00;bull1;"EIA Weekly Distillates Stocks (Sep)";-0.75M;;0.67M
2012/10/01;04:00;bull2;"Existing Home Sales (MoM) (Sep)";-1.10%;;5.10%
2012/10/01;04:00;bull2;"Export Price Index (MoM) (Sep)";0.80%;;0.90%
2012/10/01;04:00;bull1;"Factory orders ex transportation (MoM) (Sep)";1.20%;;0.30%
2012/10/01;04:00;bull1;"Goods Orders Non Defense Ex Air (MoM) (Sep)";0.00%;;1.10%
2012/10/01;04:00;bull1;"Government Payrolls (Sep)";-20.00K;;28.00K
2012/10/01;04:00;bull1;"House Price Index (YoY) (Sep)";4.10%;;4.20%
2012/10/01;04:00;bull2;"Housing Starts (MoM) (Sep)";12.30%;;1.90%
2012/10/01;04:00;bull2;"ISM Manufacturing Employment (Sep)";54.10;;52.50
2012/10/01;04:00;bull1;"ISM Manufacturing New Orders Index (Sep)";53.00;;48.40
2012/10/01;04:00;bull1;"ISM Non-Manufacturing Business Activity (Sep)";59.20;;54.50
2012/10/01;04:00;bull2;"ISM Non-Manufacturing Employment (Sep)";52.80;;52.80
2012/10/01;04:00;bull1;"ISM Non-Manufacturing New Orders (Sep)";55.90;;54.10
2012/10/01;04:00;bull1;"ISM Non-Manufacturing Prices (Sep)";66.10;;61.70
2012/10/01;04:00;bull1;"Jobless Claims 4-Week Avg. (Sep)";382.06K;;372.37K
2012/10/01;04:00;bull3;"JOLTs Job Openings (Sep)";3.61M;;3.64M
2012/10/01;04:00;bull1;"KC Fed Manufacturing Index (Sep)";-2.00;;3.00
2012/10/01;04:00;bull1;"Manufacturing Production (MoM) (Sep)";0.20%;;-0.50%
2012/10/01;04:00;bull1;"Manufacturing Payrolls (Sep)";-13.00K;;-4.00K
2012/10/01;04:00;bull2;"Markit Composite PMI (Sep)";50.70;;51.90
2012/10/01;04:00;bull1;"MBA 30-Year Mortgage Rate (Sep)";3.66%;;3.79%
2012/10/01;04:00;bull1;"MBA Purchase Index (Sep)";189.98;;178.15
2012/10/01;04:00;bull1;"Michigan 5-Year Inflation Expectations (Sep)";2.80%;;3.00%
2012/10/01;04:00;bull2;"Michigan Consumer Expectations (Sep)";73.40;;65.10
2012/10/01;04:00;bull1;"Michigan Current Conditions (Sep)";85.70;;87.60
2012/10/01;04:00;bull1;"Midwest Manufacturing (Sep)";92.80;;93.10
2012/10/01;04:00;bull1;"House Price Index (Sep)";189.20;;188.30
2012/10/01;04:00;bull1;"Mortgage Market Index (Sep)";900.05;;830.23
2012/10/01;04:00;bull1;"Mortgage Refinance Index (Sep)";5,076.05;;4,666.95
2012/10/01;04:00;bull2;"New Home Sales (MoM) (Sep)";2.70%;;1.60%
2012/10/01;04:00;bull1;"Pending Home Sales Index (Sep)";102.00;;100.20
2012/10/01;04:00;bull1;"Philly Fed Business Conditions (Sep)";36.60;;21.80
2012/10/01;04:00;bull1;"Philly Fed CAPEX Index (Sep)";3.50;;10.40
2012/10/01;04:00;bull2;"Philly Fed Employment (Sep)";-6.00;;-5.50
2012/10/01;04:00;bull1;"Philly Fed New Orders (Sep)";0.70;;2.40
2012/10/01;04:00;bull1;"Philly Fed Prices Paid (Sep)";14.00;;17.00
2012/10/01;04:00;bull1;"Real Earnings (MoM) (Sep)";-0.10%;;-0.70%
2012/10/01;04:00;bull1;"Real Personal Consumption (MoM) (Sep)";0.40%;;0.00%
2012/10/01;04:00;bull1;"Redbook (YoY) (Sep)";2.35%;;1.93%
2012/10/01;04:00;bull1;"Retail Control (MoM) (Sep)";0.40%;;0.00%
2012/10/01;04:00;bull1;"Retail Sales Ex Gas/Autos (MoM) (Sep)";0.60%;;0.20%
2012/10/01;04:00;bull1;"Richmond Manufacturing Shipments (Sep)";10.00;;3.00
2012/10/01;04:00;bull1;"Richmond Services Index (Sep)";9.00;;0.00
2012/10/01;04:00;bull1;"S&P/CS HPI Composite - 20 s.a. (MoM) (Sep)";0.60%;;0.60%
2012/10/01;04:00;bull1;"S&P/CS HPI Composite - 20 n.s.a. (MoM) (Sep)";0.30%;;0.90%
2012/10/01;04:00;bull2;"Services PMI (Sep)";50.70;;52.00
2012/10/01;04:00;bull1;"Texas Services Sector Outlook (Sep)";6.80;;4.70
2012/10/01;04:00;bull1;"TIC Net Long-Term Transactions including Swaps (Sep)";-14.20B;;75.90B
2012/10/01;08:00;bull2;"Manufacturing PMI";51.10;51.50;51.50
2012/10/01;09:00;bull3;"ISM Manufacturing PMI";51.5;49.7;49.6
2012/10/01;09:00;bull1;"ISM Manufacturing Prices";58.0;55.5;54.0
2012/10/01;10:30;bull1;"3-Month Bill Auction";0.085%;;0.110%
2012/10/01;10:30;bull1;"6-Month Bill Auction";0.135%;;0.140%
2012/10/01;11:30;bull3;"Fed Chairman Bernanke Speaks";;;
2012/10/02;07:55;bull1;"Redbook (MoM)";1.60%;;1.70%
2012/10/02;08:45;bull1;"ISM-New York Index";561.90;;560.50
2012/10/02;10:30;bull1;"4-Week Bill Auction";0.100%;;0.055%
2012/10/02;15:30;bull2;"API Weekly Crude Oil Stock";0.46M;1.47M;0.34M
2012/10/02;15:30;bull1;"API Weekly Gasoline Stock";-0.06M;-0.08M;0.11M
2012/10/03;06:00;bull1;"MBA Mortgage Applications (WoW)";16.6%;;2.8%
2012/10/03;09:00;bull3;"ISM Non-Manufacturing PMI";55.1;53.2;53.7
2012/10/03;09:30;bull3;"Crude Oil Inventories";-0.482M;1.535M;-2.446M
2012/10/03;09:30;bull1;"Gasoline Inventories";0.114M;-0.635M;-0.481M
2012/10/03;16:00;bull1;"Global Semiconductor Sales (MoM)";0.1%;;0.2%
2012/10/04;06:30;bull1;"Challenger Job Cuts (YoY)";-70.8%;;-36.9%
2012/10/04;08:50;bull1;"Bloomberg Consumer Confidence";31.55;;30.2
2012/10/04;09:30;bull1;"Natural Gas Storage";77B;71B;80B
2012/10/04;13:00;bull3;"FOMC Meeting Minutes";;;
2012/10/05;00:05;bull1;"Monster Employment Index";153;;156
2012/10/05;07:30;bull2;"Average Hourly Earnings (MoM)";0.3%;0.2%;0.0%
2012/10/05;07:30;bull1;"Average Weekly Hours";34.5;34.4;34.4
2012/10/05;07:30;bull1;"U6 Unemployment Rate (Sep)";14.80%;;14.60%
2012/10/05;07:30;bull3;"Unemployment Rate";7.8%;8.2%;8.1%
2012/10/05;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";1398;;1410
2012/10/05;14:30;bull2;"CFTC Gold speculative net positions";208.3K;;203.9K
2012/10/05;14:30;bull1;"CFTC Silver speculative net positions";38.1K;;34.0K
2012/10/05;15:30;bull2;"CFTC Crude Oil speculative net positions";215.9k;;231.3k
2012/10/09;06:30;bull1;"NFIB Small Business Optimism";92.8;93.5;92.9
2012/10/09;07:55;bull1;"Redbook (MoM)";-1.70%;;1.60%
2012/10/09;09:00;bull1;"IBD/TIPP Economic Optimism";54.0;52.3;51.8
2012/10/09;10:30;bull1;"3-Month Bill Auction";0.100%;;0.085%
2012/10/09;10:30;bull1;"6-Month Bill Auction";0.145%;;0.135%
2012/10/09;12:00;bull1;"3-Year Note Auction";0.346%;;0.337%
2012/10/10;06:00;bull1;"MBA Mortgage Applications (WoW)";-1.2%;;16.6%
2012/10/10;10:30;bull1;"4-Week Bill Auction";0.115%;;0.100%
2012/10/10;12:00;bull2;"10-Year Note Auction";1.700%;;1.764%
2012/10/10;13:00;bull2;"Beige Book";;;
2012/10/10;14:45;bull2;"FOMC Member Fisher Speaks";;;
2012/10/10;15:30;bull2;"API Weekly Crude Oil Stock";1.65M;1.03M;0.46M
2012/10/10;15:30;bull1;"API Weekly Gasoline Stock";2.47M;0.19M;-0.06M
2012/10/11;08:50;bull1;"Bloomberg Consumer Confidence";30.75;;31.55
2012/10/11;09:30;bull1;"Natural Gas Storage";72B;77B;77B
2012/10/11;10:00;bull3;"Crude Oil Inventories";1.672M;0.780M;-0.482M
2012/10/11;10:00;bull1;"Gasoline Inventories";-0.534M;0.025M;0.114M
